time_tag,gt8
2006-12-12 19:20:00,0.4230385
2006-12-12 19:25:00,0.400254
2006-12-12 19:30:00,0.438721
2006-12-12 19:35:00,0.4396505
2006-12-12 19:40:00,0.44368379999999996
2006-12-12 19:45:00,0.4490591
2006-12-12 19:50:00,0.425249
2006-12-12 19:55:00,0.4320177
2006-12-12 20:00:00,0.4247275
2006-12-12 20:05:00,0.425267
2006-12-12 20:10:00,0.41223299999999996
2006-12-12 20:15:00,0.4257208
2006-12-12 20:20:00,0.4134581
2006-12-12 20:25:00,0.41421199999999997
2006-12-12 20:30:00,0.3979149
2006-12-12 20:35:00,0.4084963
2006-12-12 20:40:00,0.40347
2006-12-12 20:45:00,0.41289050000000005
2006-12-12 20:50:00,0.4058085
2006-12-12 20:55:00,0.4154581
2006-12-12 21:00:00,0.4039713
2006-12-12 21:05:00,0.40578200000000003
2006-12-12 21:10:00,0.4168594
2006-12-12 21:15:00,0.3984388
2006-12-12 21:20:00,0.431434
2006-12-12 21:25:00,0.4332131
2006-12-12 21:30:00,0.40064409999999995
2006-12-12 21:35:00,0.39432860000000003
2006-12-12 21:40:00,0.3927542
2006-12-12 21:45:00,0.3803278
2006-12-12 21:50:00,0.360097
2006-12-12 21:55:00,0.38066110000000003
2006-12-12 22:00:00,0.38512430000000003
2006-12-12 22:05:00,0.3925858
2006-12-12 22:10:00,0.3723065
2006-12-12 22:15:00,0.37501510000000005
2006-12-12 22:20:00,0.3780405
2006-12-12 22:25:00,0.38117039999999996
2006-12-12 22:30:00,0.378089
2006-12-12 22:35:00,0.3984421
2006-12-12 22:40:00,0.3801529
2006-12-12 22:45:00,0.3775888
2006-12-12 22:50:00,0.38602770000000003
2006-12-12 22:55:00,0.3751847
2006-12-12 23:00:00,0.376027
2006-12-12 23:05:00,0.3815526
2006-12-12 23:10:00,0.384889
2006-12-12 23:15:00,0.3832251
2006-12-12 23:20:00,0.38289530000000005
2006-12-12 23:25:00,0.37953870000000006
2006-12-12 23:30:00,0.3699987
2006-12-12 23:35:00,0.37112629999999996
2006-12-12 23:40:00,0.3792424
2006-12-12 23:45:00,0.3589374
2006-12-12 23:50:00,0.3500204
2006-12-12 23:55:00,0.3607609
2006-12-13 00:00:00,0.3545271
2006-12-13 00:05:00,0.36233499999999996
2006-12-13 00:10:00,0.3430153
2006-12-13 00:15:00,0.3575195
2006-12-13 00:20:00,0.35720460000000004
2006-12-13 00:25:00,0.35775579999999996
2006-12-13 00:30:00,0.34835799999999995
2006-12-13 00:35:00,0.3470515
2006-12-13 00:40:00,0.34693070000000004
2006-12-13 00:45:00,0.34426450000000003
2006-12-13 00:50:00,0.3550045
2006-12-13 00:55:00,0.3525832
2006-12-13 01:00:00,0.34437429999999997
2006-12-13 01:05:00,0.341775
2006-12-13 01:10:00,0.33911759999999996
2006-12-13 01:15:00,0.34915
2006-12-13 01:20:00,0.34854379999999996
2006-12-13 01:25:00,0.34129803000000003
2006-12-13 01:30:00,0.3363563
2006-12-13 01:35:00,0.3458095
2006-12-13 01:40:00,0.3416668
2006-12-13 01:45:00,0.33012650000000004
2006-12-13 01:50:00,0.3296198
2006-12-13 01:55:00,0.32779050000000004
2006-12-13 02:00:00,0.31841440000000004
2006-12-13 02:05:00,0.3129361
2006-12-13 02:10:00,0.30746899999999994
2006-12-13 02:15:00,0.30943180000000003
2006-12-13 02:20:00,0.29661119999999996
2006-12-13 02:25:00,0.395708
2006-12-13 02:30:00,0.390066
2006-12-13 02:35:00,0.3318461
2006-12-13 02:40:00,0.36493149999999996
2006-12-13 02:45:00,0.40751259999999995
2006-12-13 02:50:00,0.3970246
2006-12-13 02:55:00,0.45705
2006-12-13 03:00:00,0.38291919999999996
2006-12-13 03:05:00,0.50799
2006-12-13 03:10:00,0.332411
2006-12-13 03:15:00,0.357733
2006-12-13 03:20:00,0.4077576
2006-12-13 03:25:00,0.3861754
2006-12-13 03:30:00,0.32808000000000004
2006-12-13 03:35:00,0.369495
2006-12-13 03:40:00,0.449924
2006-12-13 03:45:00,0.315347
2006-12-13 03:50:00,0.41779999999999995
2006-12-13 03:55:00,0.49881
2006-12-13 04:00:00,1.0023300000000002
2006-12-13 04:05:00,0.530373
2006-12-13 04:10:00,0.8234
2006-12-13 04:15:00,1.19414
2006-12-13 04:20:00,1.33168
2006-12-13 04:25:00,1.26681
2006-12-13 04:30:00,0.88184
2006-12-13 04:35:00,1.0388000000000002
2006-12-13 04:40:00,1.56467
2006-12-13 04:45:00,1.6422400000000001
2006-12-13 04:50:00,1.88273
2006-12-13 04:55:00,1.5814300000000001
2006-12-13 05:00:00,1.61966
2006-12-13 05:05:00,2.00265
2006-12-13 05:10:00,2.30992
2006-12-13 05:15:00,1.90235
2006-12-13 05:20:00,3.71974
2006-12-13 05:25:00,3.6431000000000004
2006-12-13 05:30:00,5.3484
2006-12-13 05:35:00,4.6004000000000005
2006-12-13 05:40:00,5.548500000000001
2006-12-13 05:45:00,3.79676
2006-12-13 05:50:00,6.643500000000001
2006-12-13 05:55:00,5.4503
2006-12-13 06:00:00,5.7490000000000006
2006-12-13 06:05:00,7.760400000000001
2006-12-13 06:10:00,5.9626
2006-12-13 06:15:00,5.199
2006-12-13 06:20:00,6.385400000000001
2006-12-13 06:25:00,8.154710000000001
2006-12-13 06:30:00,8.475
2006-12-13 06:35:00,9.9768
2006-12-13 06:40:00,8.4244
2006-12-13 06:45:00,8.7393
2006-12-13 06:50:00,7.4755
2006-12-13 06:55:00,8.1173
2006-12-13 07:00:00,5.9787
2006-12-13 07:05:00,7.6113
2006-12-13 07:10:00,9.1473
2006-12-13 07:15:00,8.303
2006-12-13 07:20:00,11.0435
2006-12-13 07:25:00,8.526
2006-12-13 07:30:00,11.9322
2006-12-13 07:35:00,9.8248
2006-12-13 07:40:00,11.879
2006-12-13 07:45:00,12.3188
2006-12-13 07:50:00,10.4209
2006-12-13 07:55:00,11.252
2006-12-13 08:00:00,12.914700000000002
2006-12-13 08:05:00,14.2291
2006-12-13 08:10:00,14.0654
2006-12-13 08:15:00,13.5157
2006-12-13 08:20:00,15.6974
2006-12-13 08:25:00,15.3829
2006-12-13 08:30:00,15.0174
2006-12-13 08:35:00,13.763300000000001
2006-12-13 08:40:00,14.860600000000002
2006-12-13 08:45:00,17.360100000000003
2006-12-13 08:50:00,15.5696
2006-12-13 08:55:00,13.9673
2006-12-13 09:00:00,17.8955
2006-12-13 09:05:00,17.6544
2006-12-13 09:10:00,16.878700000000002
2006-12-13 09:15:00,16.1527
2006-12-13 09:20:00,17.8701
2006-12-13 09:25:00,16.444000000000003
